Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
0.5,19.0,8.0,2607.0,Brass,14.02,21.08,Yes,No,No,Waterways,No,Working Class,Yes,284.32
0.71,19.0,9.0,5455.0,Bronze,14.54,48.42,Yes,No,Yes,Roadways,No,Working Class,Yes,1144.14
0.42,19.0,6.0,2689.0,Brass,11.58,14.4,No,No,Yes,Roadways,No,Working Class,No,258.47
0.61,15.0,6.0,778.0,Clay,4.71,15.3,Yes,Yes,No,Airways,Yes,Working Class,No,278.44
0.84,18.0,8.0,10801.0,Brass,102.63,88.99,No,Yes,Yes,Airways,No,Wealthy,No,2579.86
0.8,34.0,8.0,4870.0,Bronze,9.87,21.27,No,No,No,Roadways,No,Working Class,No,1667.38
0.29,29.0,18.0,27571.0,Bronze,64.47,63.86,No,Yes,No,Airways,No,Working Class,No,964.7
0.39,19.0,8.0,972.0,Clay,5.61,24.47,No,Yes,No,Roadways,Yes,Wealthy,No,323.91
0.41,38.0,25.0,11170102.0,Stone,83638.55,57.19,No,No,Yes,Roadways,No,Working Class,No,846670.02
0.12,18.0,14.0,15324.0,Bronze,11.03,47.3,Yes,No,No,Waterways,No,Working Class,No,269.99
0.47,9.0,5.0,253.0,Clay,5.32,13.17,No,Yes,No,Airways,Yes,Wealthy,No,217.03
0.76,30.0,15.0,31074.0,Bronze,41.07,43.12,No,No,No,Roadways,No,Working Class,No,1704.47
0.37,24.0,8.0,1373.0,Aluminium,6.78,14.15,No,No,Yes,Waterways,No,Wealthy,No,212.89
0.54,26.0,18.0,1828523.0,Marble,3658.05,98.75,Yes,Yes,No,Airways,No,Working Class,Yes,-25055.9
0.14,24.0,9.0,714.0,Aluminium,4.32,16.04,Yes,Yes,Yes,Airways,No,Working Class,No,167.62
0.3,16.0,7.0,3187.0,Bronze,7.89,18.6,No,No,Yes,Waterways,No,Working Class,No,231.4
0.01,28.0,10.0,591.0,Wood,5.57,14.65,Yes,No,Yes,Airways,No,Working Class,No,-122.22
0.46,15.0,8.0,5263.0,Brass,11.59,98.69,Yes,No,No,Airways,No,Working Class,No,884.29
0.56,21.0,9.0,382.0,Wood,3.04,22.96,No,No,Yes,Roadways,No,Working Class,No,-343.24
0.65,21.0,7.0,73.0,Wood,4.02,23.76,Yes,No,No,Waterways,No,Working Class,No,389.95
0.13,33.0,9.0,1527.0,Aluminium,5.43,13.08,No,No,No,Roadways,No,Working Class,No,135.8
0.89,8.0,4.0,1024.0,Marble,5.76,23.73,No,No,No,Waterways,No,Working Class,Yes,458.51
0.72,24.0,11.0,210797.0,Marble,1157.62,63.36,No,No,Yes,Airways,No,Working Class,No,4095.07
0.0,24.0,9.0,335.0,Wood,5.96,19.9,Yes,No,No,Waterways,No,Working Class,No,133.12
0.8,24.0,16.0,690.0,Wood,3.91,22.7,No,Yes,No,Airways,No,Working Class,No,617.39
0.53,24.0,6.0,329.0,Wood,5.63,14.42,Yes,Yes,No,Airways,No,Working Class,No,253.4
0.54,20.0,7.0,126426.0,Stone,446.67,40.92,No,Yes,No,Airways,No,Wealthy,No,4148.48
0.43,35.0,9.0,17630.0,Bronze,113.84,27.11,No,No,No,Roadways,No,Working Class,No,470.47
0.64,31.0,8.0,2778.0,Clay,8.46,11.79,Yes,No,Yes,Waterways,Yes,Working Class,Yes,678.41
0.64,7.0,5.0,120.0,Clay,3.53,20.75,No,No,No,Airways,Yes,Working Class,Yes,269.74
0.53,6.0,5.0,739.0,Brass,4.96,12.01,No,No,No,Airways,No,Wealthy,No,183.04
0.51,35.0,11.0,19396.0,Brass,52.16,96.24,No,No,No,Roadways,No,Working Class,No,1565.58
0.09,25.0,15.0,912267.0,Marble,420.36,29.38,Yes,No,No,Waterways,No,Working Class,No,886.47
0.22,22.0,8.0,137531.0,Marble,412.82,80.33,No,No,Yes,Airways,No,Wealthy,No,1875.01
0.3,48.0,14.0,79966.0,Brass,51.39,60.25,No,No,No,Roadways,No,Working Class,No,915.23
0.96,13.0,6.0,21903.0,Marble,159.11,70.58,No,Yes,No,Roadways,No,Wealthy,Yes,2198.18
0.36,57.0,12.0,2400.0,Aluminium,6.23,24.87,Yes,No,Yes,Waterways,No,Wealthy,No,391.29
0.65,19.0,7.0,227.0,Wood,6.29,10.96,No,Yes,No,Airways,No,Wealthy,No,316.56
0.56,28.0,18.0,1382831.0,Stone,1422.22,60.02,No,No,No,Roadways,No,Working Class,No,5276.03
0.77,10.0,5.0,541.0,Bronze,5.28,23.04,No,No,No,Roadways,No,Working Class,No,-420.24
0.26,15.0,6.0,2962.0,Brass,5.92,19.07,No,No,No,Waterways,No,Working Class,No,173.46
0.02,11.0,7.0,315.0,Aluminium,3.75,12.34,No,No,Yes,Roadways,No,Working Class,No,110.69
0.38,23.0,10.0,15641.0,Brass,17.68,54.93,No,Yes,No,Roadways,No,Working Class,No,621.83
0.57,15.0,6.0,43379.0,Marble,239.09,37.78,No,Yes,Yes,Airways,No,Wealthy,No,1394.69
0.33,25.0,9.0,274.0,Wood,6.45,20.8,Yes,No,No,Waterways,No,Working Class,Yes,239.81
0.12,19.0,7.0,207649.0,Stone,219.89,95.47,No,No,Yes,Airways,No,Working Class,Yes,1238.38
0.89,20.0,6.0,1136.0,Clay,5.19,13.91,No,Yes,Yes,Roadways,Yes,Working Class,No,621.41
0.64,44.0,15.0,121249.0,Brass,81.42,37.42,No,No,Yes,Roadways,No,Wealthy,No,5794.44
0.7,31.0,18.0,3148.0,Aluminium,8.48,12.46,No,Yes,Yes,Airways,No,Working Class,No,1065.58
0.82,22.0,7.0,7554.0,Brass,37.23,28.02,No,No,No,Roadways,No,Working Class,No,736.02
0.69,26.0,12.0,640.0,Wood,4.52,14.24,No,No,Yes,Roadways,No,Working Class,No,403.98
0.78,24.0,7.0,591.0,Aluminium,4.33,10.26,No,No,No,Roadways,No,Working Class,No,297.34
0.48,14.0,8.0,16115.0,Marble,49.52,62.97,Yes,No,No,Airways,No,Working Class,No,758.94
0.26,27.0,16.0,357.0,Wood,4.24,10.86,No,No,Yes,Roadways,No,Working Class,No,-143.5
0.23,15.0,6.0,36904.0,Marble,132.02,57.31,Yes,No,No,Airways,No,Working Class,Yes,659.19
0.35,23.0,10.0,7442.0,Bronze,15.78,73.06,No,No,Yes,Roadways,No,Working Class,Yes,713.41
0.64,37.0,7.0,268520.0,Marble,272.18,34.86,No,Yes,No,Roadways,Yes,Working Class,No,2823.89
0.1,30.0,17.0,1233.0,Wood,6.05,17.3,No,No,Yes,Roadways,No,Working Class,No,135.43
0.6,24.0,9.0,10770.0,Bronze,42.41,64.59,Yes,Yes,No,Airways,No,Wealthy,Yes,1419.39
0.82,39.0,15.0,1112447.0,Marble,5408.58,76.8,No,No,Yes,Airways,Yes,Wealthy,No,128411.71
0.68,12.0,6.0,46034.0,Stone,158.62,75.04,Yes,Yes,Yes,Airways,No,Working Class,Yes,1840.2
0.28,3.0,3.0,128.0,Marble,4.76,24.05,No,No,No,Roadways,No,Working Class,No,213.51
0.26,22.0,13.0,3570.0,Clay,5.44,19.46,No,Yes,No,Airways,Yes,Wealthy,No,273.06
0.17,17.0,8.0,1803.0,Clay,7.48,23.43,Yes,No,No,Waterways,Yes,Working Class,No,200.39
0.28,3.0,3.0,128.0,Marble,4.76,24.05,No,No,No,Roadways,No,Working Class,No,213.51
0.82,6.0,5.0,7062.0,Stone,54.87,41.52,No,No,No,Roadways,No,Working Class,No,1408.48
0.46,33.0,11.0,8437.0,Bronze,14.07,58.69,No,Yes,Yes,Roadways,No,Working Class,No,848.53
0.01,12.0,7.0,1996.0,Bronze,3.19,19.54,No,No,Yes,Roadways,No,Working Class,No,156.19
0.77,4.0,4.0,34.0,Clay,6.92,10.52,No,Yes,No,Roadways,Yes,Working Class,No,275.96
0.09,13.0,7.0,157.0,Wood,4.4,14.83,No,No,Yes,Roadways,No,Working Class,No,120.93
0.17,38.0,9.0,1169736.0,Stone,3798.29,71.82,No,No,No,Waterways,No,Working Class,No,4610.93
0.38,5.0,5.0,41.0,Wood,5.08,21.46,No,No,Yes,Roadways,No,Working Class,No,178.47
0.54,20.0,7.0,126426.0,Stone,446.67,40.92,No,Yes,No,Airways,No,Wealthy,No,4148.48
0.47,29.0,6.0,165.0,Wood,3.84,24.93,Yes,Yes,Yes,Airways,No,Wealthy,No,352.6
0.77,36.0,17.0,4225.0,Aluminium,14.06,17.55,No,No,Yes,Airways,No,Working Class,No,711.22
0.35,29.0,18.0,62230.0,Brass,161.56,86.46,No,Yes,No,Roadways,No,Working Class,No,1276.37
0.78,36.0,10.0,2538444.0,Stone,11033.1,35.8,Yes,No,Yes,Waterways,No,Working Class,No,25113.62
0.82,44.0,20.0,5965789.0,Marble,5909.09,60.28,No,Yes,No,Airways,Yes,Wealthy,No,282201.63
0.05,6.0,5.0,60.0,Aluminium,4.53,14.33,Yes,No,Yes,Waterways,No,Wealthy,No,126.15
0.78,13.0,6.0,448.0,Clay,4.05,18.21,No,No,No,Roadways,Yes,Working Class,No,374.75
0.38,29.0,19.0,51086.0,Brass,235.36,37.23,Yes,No,No,Waterways,No,Wealthy,No,-929.52
0.41,17.0,7.0,4044.0,Bronze,6.69,15.58,No,No,Yes,Airways,No,Working Class,Yes,309.78
0.26,15.0,6.0,2962.0,Brass,5.92,19.07,No,No,No,Waterways,No,Working Class,No,173.46
0.81,24.0,10.0,507.0,Aluminium,5.31,15.1,No,No,No,Roadways,No,Working Class,No,400.57
0.06,5.0,3.0,22.0,Wood,6.1,17.41,Yes,No,No,Waterways,No,Working Class,Yes,116.26
0.15,20.0,11.0,218.0,Wood,3.5,17.3,Yes,No,Yes,Airways,No,Working Class,No,147.71
0.28,20.0,12.0,155174.0,Marble,513.98,39.56,No,Yes,No,Airways,No,Wealthy,No,2971.46
0.33,8.0,4.0,194.0,Bronze,6.24,23.6,No,No,Yes,Roadways,No,Working Class,No,220.2
0.36,30.0,8.0,246282.0,Stone,98.89,26.66,Yes,No,No,Airways,No,Working Class,No,-2255.45
0.93,10.0,5.0,98.0,Clay,4.2,16.28,No,No,No,Roadways,Yes,Working Class,Yes,359.33
0.24,37.0,13.0,58873.0,Brass,70.11,70.42,Yes,No,No,Waterways,No,Working Class,No,795.24
0.68,13.0,8.0,2915.0,Bronze,9.0,19.37,No,No,Yes,Roadways,No,Working Class,No,961.9
0.56,29.0,11.0,1571.0,Aluminium,6.92,10.36,No,No,No,Roadways,No,Working Class,No,257.87
0.6,32.0,17.0,45356.0,Brass,46.57,78.3,No,No,Yes,Waterways,No,Working Class,No,1752.57
0.51,21.0,6.0,112.0,Wood,3.32,20.06,No,No,No,Roadways,No,Working Class,No,225.38
0.38,5.0,5.0,41.0,Wood,5.08,21.46,No,No,Yes,Roadways,No,Working Class,No,178.47
0.79,4.0,3.0,40.0,Aluminium,4.89,11.55,No,No,Yes,Roadways,No,Working Class,No,-177.79
0.65,11.0,8.0,2864.0,Bronze,3.31,12.02,No,No,No,Airways,No,Working Class,No,218.75
0.1,3.0,2.0,14.0,Bronze,4.22,10.44,Yes,No,Yes,Waterways,No,Working Class,No,-126.3
0.97,16.0,8.0,179449.0,Stone,980.25,84.97,Yes,No,Yes,Waterways,No,Working Class,No,359145.16
0.1,38.0,12.0,1769081.0,Stone,467.75,80.17,No,No,Yes,Roadways,No,Wealthy,No,4689.51
0.33,32.0,9.0,8273.0,Bronze,5.97,45.41,No,No,Yes,Roadways,No,Working Class,No,495.56
0.29,11.0,7.0,59056.0,Stone,124.57,87.48,No,No,No,Roadways,No,Working Class,No,743.13
0.02,15.0,8.0,3173.0,Brass,8.61,16.39,Yes,Yes,No,Airways,No,Working Class,No,178.88
0.89,20.0,6.0,1136.0,Clay,5.19,13.91,No,Yes,Yes,Roadways,Yes,Working Class,No,621.41
0.69,21.0,7.0,1794.0,Clay,4.9,21.72,No,Yes,No,Airways,Yes,Wealthy,No,573.42
0.62,10.0,4.0,900.0,Brass,5.31,22.87,Yes,No,Yes,Roadways,No,Working Class,No,352.29
0.16,26.0,21.0,3721.0,Clay,9.2,14.09,Yes,Yes,No,Airways,Yes,Working Class,Yes,268.35
0.69,31.0,12.0,637276.0,Marble,1356.72,35.05,Yes,No,Yes,Waterways,No,Working Class,No,3276.78
0.52,34.0,6.0,1586.0,Clay,5.29,17.22,Yes,Yes,No,Airways,Yes,Working Class,No,431.52
0.32,20.0,8.0,151.0,Wood,6.04,21.8,Yes,Yes,No,Airways,No,Wealthy,No,260.84
0.08,8.0,5.0,33.0,Wood,5.92,11.59,Yes,No,No,Waterways,No,Working Class,No,97.46
0.97,30.0,15.0,575.0,Wood,4.58,13.39,No,No,No,Roadways,No,Working Class,No,-708.86
0.37,16.0,7.0,188.0,Wood,4.89,17.26,No,Yes,No,Roadways,No,Wealthy,No,187.84
0.67,8.0,4.0,630.0,Brass,3.84,11.21,Yes,No,No,Waterways,No,Working Class,No,-203.24
0.6,24.0,14.0,14037.0,Bronze,7.3,29.48,No,Yes,No,Airways,No,Working Class,No,783.92
0.61,16.0,6.0,447.0,Aluminium,6.45,22.15,No,Yes,No,Roadways,No,Wealthy,No,410.17
0.07,33.0,7.0,650487.0,Stone,301.94,84.54,No,No,No,Roadways,No,Working Class,No,1728.59
0.02,33.0,9.0,1269377.0,Stone,2929.13,69.76,No,Yes,No,Roadways,No,Working Class,Yes,5037.5
0.35,14.0,8.0,1653.0,Bronze,6.58,10.11,Yes,No,No,Waterways,No,Working Class,No,172.07
0.62,20.0,10.0,7129.0,Bronze,33.86,29.49,Yes,Yes,Yes,Airways,No,Wealthy,Yes,932.17
0.04,18.0,9.0,538.0,Aluminium,3.66,11.86,No,Yes,No,Airways,No,Working Class,No,111.11
0.26,24.0,11.0,306586.0,Stone,152.8,34.57,No,Yes,No,Roadways,No,Wealthy,No,1662.64
0.37,31.0,11.0,782840.0,Stone,2759.99,28.97,Yes,Yes,Yes,Airways,No,Wealthy,Yes,22607.03
0.01,29.0,14.0,688408.0,Marble,2073.28,75.76,No,No,No,Roadways,No,Working Class,No,2841.53
0.81,14.0,6.0,560.0,Clay,3.34,13.84,No,No,No,Roadways,Yes,Working Class,No,287.17
0.03,43.0,18.0,13423877.0,Stone,21116.68,51.05,No,No,Yes,Roadways,No,Working Class,Yes,51268.3
0.39,36.0,10.0,6152.0,Bronze,11.69,46.51,No,Yes,Yes,Airways,No,Wealthy,No,-722.84
0.19,33.0,19.0,1370.0,Wood,4.19,22.31,No,No,No,Airways,No,Working Class,No,172.67
0.77,7.0,4.0,55.0,Wood,4.56,20.16,Yes,Yes,Yes,Airways,No,Wealthy,No,324.82
0.72,25.0,10.0,7795.0,Bronze,50.58,73.55,No,No,No,Roadways,No,Working Class,Yes,2071.78
0.22,12.0,8.0,29917.0,Marble,76.99,40.28,No,No,Yes,Roadways,No,Working Class,No,532.88
0.15,18.0,11.0,682.0,Aluminium,6.6,19.44,Yes,No,No,Waterways,No,Working Class,No,150.84
0.43,18.0,11.0,167572.0,Marble,1108.5,82.18,No,Yes,No,Airways,No,Working Class,No,2836.16
0.9,30.0,14.0,3149773.0,Stone,14175.18,64.48,No,Yes,Yes,Roadways,No,Working Class,No,95018.19
0.34,29.0,18.0,3955.0,Aluminium,19.03,13.0,No,No,Yes,Roadways,No,Working Class,Yes,251.02
0.36,31.0,9.0,5640.0,Bronze,11.52,95.32,Yes,No,Yes,Waterways,No,Working Class,No,861.14
0.18,21.0,8.0,96472.0,Marble,181.77,57.08,Yes,Yes,No,Airways,No,Working Class,No,743.22
0.58,29.0,20.0,1210684.0,Marble,9703.37,35.42,No,Yes,Yes,Roadways,No,Working Class,No,627732.45
0.18,14.0,8.0,823.0,Clay,5.12,12.52,Yes,No,Yes,Waterways,Yes,Working Class,No,-140.47
0.33,23.0,6.0,3307.0,Bronze,6.52,14.06,Yes,No,Yes,Waterways,No,Working Class,No,225.29
0.89,28.0,13.0,31311.0,Bronze,131.98,38.63,No,No,Yes,Airways,No,Wealthy,No,2182.41
0.05,28.0,13.0,4199.0,Clay,5.79,17.42,No,Yes,Yes,Roadways,Yes,Working Class,No,210.15
0.37,22.0,13.0,689.0,Wood,3.04,13.83,Yes,No,No,Airways,No,Working Class,No,170.97
0.47,9.0,5.0,7052.0,Marble,43.53,32.17,No,Yes,Yes,Airways,No,Wealthy,No,569.17
0.1,37.0,25.0,145950.0,Brass,65.88,80.94,No,No,Yes,Roadways,No,Working Class,No,890.67
0.13,38.0,7.0,14328.0,Brass,10.98,41.93,No,Yes,Yes,Airways,No,Wealthy,No,428.16
0.77,43.0,11.0,5855.0,Clay,25.59,28.86,No,No,No,Roadways,Yes,Wealthy,No,1119.05
0.24,32.0,15.0,22471.0,Bronze,111.69,46.78,No,No,No,Roadways,No,Working Class,No,513.76
0.39,12.0,6.0,3592.0,Brass,19.14,21.06,Yes,No,Yes,Airways,No,Working Class,No,302.73
0.15,25.0,17.0,715.0,Wood,4.07,20.28,No,No,Yes,Roadways,No,Working Class,No,178.93
0.15,8.0,4.0,58.0,Wood,4.9,13.4,Yes,No,No,Waterways,No,Working Class,No,107.07
0.15,20.0,11.0,218.0,Wood,3.5,17.3,Yes,No,Yes,Airways,No,Working Class,No,147.71
0.41,31.0,15.0,6532.0,Clay,5.56,82.17,Yes,Yes,No,Airways,Yes,Working Class,No,1151.3
0.28,40.0,25.0,5480.0,Aluminium,4.31,93.6,Yes,Yes,No,Airways,No,Working Class,No,782.69
0.8,16.0,8.0,885.0,Clay,8.27,18.76,Yes,No,Yes,Waterways,Yes,Working Class,No,1141.58
0.89,7.0,5.0,403.0,Bronze,5.54,16.9,No,Yes,No,Roadways,No,Working Class,No,-398.86
0.21,13.0,8.0,169.0,Wood,6.1,11.77,No,Yes,No,Airways,No,Working Class,No,134.14
0.22,11.0,6.0,1302.0,Bronze,6.12,16.6,No,No,No,Waterways,No,Working Class,No,149.27
0.79,38.0,28.0,7048.0,Aluminium,33.66,95.97,Yes,No,No,Airways,No,Wealthy,Yes,4655.76
0.44,33.0,10.0,18473.0,Bronze,25.17,56.8,No,No,No,Roadways,No,Working Class,No,634.67
0.64,16.0,8.0,182.0,Wood,4.14,11.47,No,No,Yes,Roadways,No,Working Class,No,248.39
0.43,22.0,6.0,1534.0,Bronze,5.15,18.57,No,Yes,Yes,Roadways,No,Wealthy,No,339.35
0.47,19.0,8.0,2051.0,Clay,3.91,17.22,Yes,No,No,Waterways,Yes,Working Class,No,224.07
0.46,38.0,17.0,37228.0,Bronze,120.2,58.48,No,Yes,No,Airways,No,Working Class,No,-1166.06
0.14,8.0,4.0,112.0,Aluminium,6.95,24.74,No,Yes,Yes,Roadways,No,Wealthy,No,175.92
0.18,15.0,7.0,16227.0,Marble,46.61,54.29,Yes,Yes,Yes,Airways,No,Wealthy,Yes,-595.73
0.45,27.0,11.0,8586.0,Brass,9.58,72.41,Yes,Yes,No,Airways,No,Working Class,Yes,1202.76
0.1,29.0,11.0,490720.0,Marble,273.47,55.4,No,No,Yes,Roadways,No,Working Class,No,939.5
0.57,24.0,8.0,137634.0,Marble,686.47,47.2,No,Yes,No,Roadways,No,Working Class,No,8852.08
0.51,12.0,7.0,3594.0,Brass,14.07,16.25,No,No,No,Roadways,No,Working Class,No,242.03
0.29,20.0,7.0,488.0,Aluminium,3.48,10.96,No,No,Yes,Roadways,No,Working Class,No,-145.99
0.11,42.0,15.0,1266.0,Wood,5.15,11.89,No,No,Yes,Roadways,No,Working Class,No,150.27
0.12,11.0,7.0,2041.0,Bronze,3.28,24.3,Yes,Yes,Yes,Airways,No,Wealthy,No,264.78
0.42,24.0,17.0,4848.0,Clay,32.42,23.52,Yes,No,Yes,Airways,Yes,Wealthy,No,-552.54
0.78,22.0,14.0,25724.0,Brass,77.59,53.31,No,Yes,Yes,Airways,No,Working Class,No,5638.58
0.39,12.0,6.0,3592.0,Brass,19.14,21.06,Yes,No,Yes,Airways,No,Working Class,No,302.73
0.48,29.0,7.0,2516.0,Clay,11.88,15.31,Yes,No,No,Waterways,Yes,Wealthy,No,255.81
0.07,35.0,8.0,755.0,Aluminium,5.44,19.35,Yes,No,Yes,Waterways,No,Working Class,Yes,179.38
0.36,12.0,8.0,2883.0,Bronze,4.13,20.64,No,No,No,Roadways,No,Working Class,No,220.98
0.51,44.0,15.0,28896.0,Bronze,113.83,38.39,Yes,No,Yes,Airways,No,Wealthy,No,1257.46
0.38,23.0,9.0,302.0,Wood,3.6,21.46,No,No,No,Waterways,No,Wealthy,Yes,246.35
0.34,35.0,18.0,55795.0,Bronze,83.11,33.83,Yes,Yes,No,Airways,No,Working Class,Yes,1612.82
0.0,16.0,7.0,1306.0,Clay,4.85,21.51,No,No,No,Waterways,Yes,Working Class,No,149.54
0.25,25.0,9.0,537081.0,Stone,2282.38,80.18,No,No,Yes,Roadways,No,Working Class,Yes,4856.41
0.36,25.0,24.0,14074.0,Clay,34.08,95.89,No,No,Yes,Airways,Yes,Working Class,No,-1165.4
0.05,25.0,10.0,11529.0,Brass,16.79,37.46,No,No,No,Roadways,No,Working Class,No,247.15
0.06,33.0,20.0,79196.0,Brass,37.46,30.87,Yes,Yes,Yes,Airways,No,Wealthy,No,1093.76
0.46,30.0,7.0,3411.0,Clay,3.04,18.65,No,No,Yes,Roadways,Yes,Working Class,No,310.57
0.41,16.0,6.0,127.0,Wood,5.18,20.07,No,Yes,No,Airways,No,Working Class,No,-197.47
0.23,11.0,8.0,303.0,Aluminium,3.88,18.96,No,No,No,Roadways,No,Working Class,No,150.57
0.91,36.0,17.0,51970.0,Brass,140.45,48.71,No,No,No,Roadways,No,Working Class,No,2557.95
0.68,24.0,10.0,9873.0,Brass,60.44,25.13,Yes,No,Yes,Waterways,No,Working Class,No,1522.65
0.32,29.0,10.0,31526.0,Brass,43.43,72.73,No,No,Yes,Roadways,No,Wealthy,No,1031.14
0.71,38.0,12.0,73978.0,Brass,627.32,27.15,No,Yes,No,Airways,No,Wealthy,No,20352.09
0.77,23.0,12.0,26656.0,Brass,129.83,26.09,Yes,Yes,No,Airways,No,Wealthy,No,1888.42
0.02,9.0,5.0,1213.0,Brass,6.36,24.67,Yes,No,Yes,Airways,No,Working Class,Yes,196.03
0.49,6.0,4.0,78.0,Clay,3.95,11.44,No,No,No,Roadways,Yes,Working Class,Yes,131.25
0.13,16.0,7.0,3723.0,Brass,11.97,18.72,No,No,No,Roadways,No,Working Class,No,158.45
0.02,20.0,6.0,4076.0,Brass,5.77,17.88,No,Yes,Yes,Airways,No,Working Class,Yes,222.19
0.64,14.0,6.0,865.0,Clay,5.58,16.11,No,Yes,No,Airways,Yes,Wealthy,Yes,395.7
0.07,17.0,11.0,302.0,Wood,4.77,10.18,No,No,Yes,Roadways,No,Working Class,Yes,117.65
0.47,20.0,8.0,696.0,Aluminium,6.22,19.18,Yes,Yes,Yes,Airways,No,Working Class,Yes,-361.49
0.19,20.0,6.0,478.0,Aluminium,4.2,15.0,No,No,Yes,Roadways,No,Working Class,No,146.27
0.16,26.0,21.0,3721.0,Clay,9.2,14.09,Yes,Yes,No,Airways,Yes,Working Class,Yes,268.35
0.15,10.0,5.0,8971.0,Marble,24.0,90.61,Yes,No,Yes,Waterways,No,Working Class,No,527.86
0.45,21.0,12.0,4014.0,Clay,3.01,23.59,No,No,No,Roadways,Yes,Working Class,No,330.97
0.54,40.0,17.0,87060.0,Brass,368.3,29.75,No,No,Yes,Roadways,No,Wealthy,No,2498.31
0.81,14.0,6.0,210.0,Wood,4.5,21.81,No,Yes,No,Airways,No,Wealthy,No,494.04
0.13,28.0,13.0,782.0,Wood,5.62,21.94,No,No,Yes,Waterways,No,Wealthy,No,198.41
0.25,37.0,8.0,13611.0,Bronze,32.43,69.33,No,No,Yes,Waterways,No,Working Class,No,-604.6
0.69,17.0,6.0,961.0,Bronze,4.91,13.01,No,No,Yes,Roadways,No,Working Class,No,311.32
0.9,13.0,7.0,867.0,Clay,5.6,22.93,Yes,No,Yes,Waterways,Yes,Working Class,No,683.15
0.45,37.0,9.0,1443.0,Aluminium,8.08,11.5,No,Yes,No,Airways,No,Working Class,Yes,319.67
0.46,23.0,8.0,3215.0,Bronze,8.39,25.0,No,No,Yes,Waterways,No,Working Class,No,461.54
0.5,45.0,9.0,3773.0,Clay,13.48,19.36,Yes,No,Yes,Airways,Yes,Working Class,Yes,531.05
0.88,32.0,16.0,31271.0,Bronze,55.47,45.35,No,No,No,Waterways,No,Wealthy,Yes,3004.05
0.11,20.0,10.0,6761.0,Brass,7.46,36.62,No,No,No,Roadways,No,Working Class,No,-264.88
0.15,12.0,7.0,2634.0,Brass,5.25,19.31,No,No,No,Roadways,No,Working Class,Yes,206.39
0.06,38.0,7.0,220.0,Wood,3.89,20.79,No,Yes,Yes,Airways,No,Wealthy,No,178.8
0.11,7.0,5.0,112.0,Aluminium,6.95,14.71,No,No,No,Roadways,No,Working Class,Yes,123.87
0.49,31.0,11.0,1429155.0,Stone,1566.65,61.68,No,No,Yes,Roadways,No,Working Class,No,-5650.59
0.36,19.0,6.0,503.0,Aluminium,6.94,11.46,No,No,No,Roadways,No,Working Class,Yes,171.28
0.03,19.0,6.0,916.0,Clay,3.02,11.85,No,No,No,Roadways,Yes,Working Class,No,121.36
0.65,41.0,10.0,508.0,Wood,6.27,14.81,No,No,Yes,Roadways,No,Working Class,No,426.78
0.36,9.0,4.0,354.0,Bronze,4.48,22.27,Yes,Yes,Yes,Airways,No,Working Class,Yes,230.31
0.86,11.0,7.0,408.0,Aluminium,6.59,14.64,No,Yes,Yes,Roadways,No,Working Class,No,533.55
0.61,39.0,21.0,4775.0,Aluminium,13.96,11.13,Yes,No,No,Roadways,No,Wealthy,Yes,458.83
0.08,30.0,13.0,4921.0,Clay,16.38,22.82,No,No,No,Roadways,Yes,Working Class,No,192.04
0.31,28.0,12.0,432381.0,Stone,573.32,97.67,No,Yes,Yes,Roadways,No,Working Class,No,-4356.41
0.31,39.0,13.0,63879.0,Brass,36.96,68.29,Yes,No,Yes,Waterways,No,Working Class,No,724.81
0.38,22.0,8.0,13013.0,Brass,34.49,81.55,No,No,No,Roadways,No,Working Class,No,-734.73
0.43,17.0,8.0,340.0,Wood,5.28,20.73,Yes,No,No,Waterways,No,Working Class,No,236.43
0.24,28.0,11.0,896.0,Aluminium,3.83,15.43,No,No,No,Roadways,No,Working Class,No,-154.19
0.5,26.0,9.0,1193.0,Aluminium,6.83,24.87,Yes,No,No,Waterways,No,Working Class,No,349.03
0.49,23.0,7.0,617.0,Aluminium,4.26,23.06,No,Yes,No,Roadways,No,Wealthy,Yes,317.73
0.91,16.0,8.0,4714.0,Bronze,19.96,13.56,No,No,Yes,Roadways,No,Working Class,No,450.11
0.89,29.0,9.0,373961.0,Marble,1282.84,36.11,No,No,Yes,Roadways,No,Working Class,No,4403.08
0.52,30.0,14.0,3169.0,Aluminium,3.83,21.84,No,No,No,Roadways,No,Working Class,No,330.88
0.06,29.0,12.0,4538.0,Clay,6.62,13.47,No,No,Yes,Roadways,Yes,Working Class,Yes,219.01
0.36,23.0,6.0,304.0,Wood,6.13,14.44,Yes,Yes,No,Airways,No,Wealthy,No,208.98
0.57,23.0,13.0,339.0,Wood,5.87,23.69,No,No,Yes,Roadways,No,Working Class,No,422.25
0.74,36.0,8.0,10337.0,Brass,9.15,30.66,Yes,Yes,No,Airways,No,Working Class,Yes,2088.98
0.56,5.0,3.0,35.0,Wood,4.15,17.56,No,Yes,Yes,Roadways,No,Wealthy,Yes,193.14
0.15,18.0,12.0,753.0,Aluminium,4.41,19.31,No,No,No,Airways,No,Working Class,No,-146.3
0.12,9.0,4.0,84.0,Aluminium,4.97,22.53,No,No,No,Airways,No,Working Class,No,-131.56
